RecordID,Revenue,Net_Income,Total_Assets,Total_Liabilities,Equity,Industry_Sector,Country,Is_Fraud
877,70.82,17.15,820.27,516.56,303.71,Tech,Germany,0
878,78.49,31.74,968.55,774.36,194.19,Finance,US,0
879,285.21,26.38,792.47,514.25,278.23,Retail,India,0
880,97.18,1.78,926.87,703.87,223.0,Finance,UK,0
881,5.02,-15.66,80.79,96.67,-91.65,Retail,US,1
882,247.65,31.45,865.71,495.24,370.47,Finance,India,0
883,274.48,5.07,348.24,221.83,126.4,Retail,UK,0
884,123.2,11.46,919.24,708.23,211.01,Manufacturing,Germany,0
885,80.46,44.05,230.67,188.06,42.6,Retail,UK,0
886,235.44,14.05,885.5,624.4,261.09,Finance,UK,0
887,247.22,44.86,232.42,117.06,115.36,Manufacturing,UK,0
888,94.4,15.29,642.34,495.05,147.28,Manufacturing,India,0
889,3.74,-32.74,38.05,74.23,-70.49,Tech,US,1
890,113.04,17.01,824.32,443.59,380.73,Tech,US,0
891,150.21,44.47,234.63,182.5,52.13,Manufacturing,US,0
892,272.05,47.48,676.56,492.63,183.93,Finance,Germany,0
893,260.76,15.19,560.4,294.28,266.12,Tech,UK,0
894,86.17,46.76,408.68,252.98,155.69,Retail,India,0
895,136.91,20.12,977.1,572.22,404.89,Tech,UK,0
896,12.56,-59.28,37.55,65.17,-52.61,Finance,India,1
897,63.13,43.91,809.13,482.64,326.49,Retail,UK,0
898,279.67,45.19,789.07,446.92,342.15,Retail,Germany,0
899,253.57,15.0,543.94,300.69,243.25,Tech,Germany,0
900,215.86,23.28,226.23,116.11,110.12,Tech,US,0
901,273.13,37.68,466.13,323.14,142.99,Retail,US,0
902,220.13,35.66,467.13,316.31,150.82,Manufacturing,Germany,0
903,146.12,8.07,452.65,263.03,189.62,Tech,UK,0
904,90.7,48.2,926.23,732.25,193.98,Manufacturing,US,0
905,282.73,25.47,739.3,380.58,358.72,Tech,US,0
906,220.56,6.55,326.17,172.59,153.58,Manufacturing,UK,0
907,228.36,46.5,602.74,389.07,213.66,Finance,UK,0
908,215.7,18.23,556.5,413.26,143.24,Retail,Germany,0
909,121.98,35.31,641.9,472.07,169.83,Manufacturing,UK,0
910,193.97,35.78,697.68,433.13,264.55,Retail,US,0
911,204.34,38.73,588.95,337.53,251.42,Manufacturing,UK,0
912,15.64,-48.9,83.88,101.91,-86.26,Finance,India,1
913,195.43,5.57,449.93,247.2,202.73,Finance,India,0
914,269.28,13.23,761.54,483.43,278.11,Manufacturing,India,0
915,165.51,37.77,415.79,352.83,62.96,Tech,UK,0
916,5.77,-29.96,58.83,101.6,-95.82,Retail,UK,1
917,99.92,16.33,941.18,488.1,453.08,Manufacturing,India,0
918,19.37,-26.9,81.91,121.3,-101.93,Retail,Germany,1
919,9.28,-16.95,85.64,106.65,-97.37,Tech,UK,1
920,203.0,18.23,335.75,259.22,76.53,Finance,India,0
921,290.99,36.97,925.52,534.39,391.13,Tech,Germany,0
922,130.65,23.36,236.94,156.96,79.98,Tech,India,0
923,188.59,36.39,428.96,236.64,192.32,Retail,UK,0
924,9.51,-49.56,75.31,115.24,-105.73,Tech,India,1
925,245.7,8.33,538.79,345.37,193.42,Tech,US,0
926,210.55,15.92,326.37,278.77,47.6,Retail,UK,0
927,254.79,40.56,961.3,851.0,110.29,Manufacturing,US,0
928,8.14,-19.73,24.38,51.36,-43.23,Finance,UK,1
929,105.82,30.76,512.67,299.74,212.93,Manufacturing,Germany,0
930,181.24,5.3,999.24,698.01,301.23,Finance,Germany,0
931,232.22,17.77,904.82,507.56,397.27,Manufacturing,UK,0
932,285.47,32.32,932.2,791.43,140.77,Retail,Germany,0
933,197.68,32.89,938.86,528.19,410.67,Tech,India,0
934,7.01,-91.62,16.39,34.79,-27.79,Manufacturing,India,1
935,50.87,32.68,994.01,796.54,197.46,Finance,UK,0
936,242.19,24.51,396.7,203.71,192.99,Finance,UK,0
937,172.4,44.54,200.35,116.12,84.23,Manufacturing,India,0
938,213.39,17.5,219.03,194.37,24.66,Retail,Germany,0
939,10.77,-54.48,10.17,55.72,-44.95,Finance,UK,1
940,252.64,2.56,202.76,162.68,40.08,Manufacturing,US,0
941,218.52,9.07,357.74,219.92,137.83,Tech,UK,0
942,207.99,2.42,606.04,404.71,201.33,Finance,US,0
943,182.14,19.35,936.06,546.46,389.6,Tech,UK,0
944,59.03,19.18,746.93,661.87,85.07,Tech,US,0
945,7.05,-60.14,64.95,107.49,-100.45,Tech,UK,1
946,113.09,2.87,863.77,508.25,355.52,Retail,India,0
947,92.47,24.1,886.64,473.91,412.72,Tech,UK,0
948,266.98,3.03,249.53,138.27,111.26,Manufacturing,US,0
949,199.64,7.25,969.32,495.01,474.32,Tech,UK,0
950,66.86,33.5,530.21,271.4,258.81,Tech,India,0
951,261.26,13.76,259.13,131.6,127.53,Tech,India,0
952,56.87,12.43,984.55,555.42,429.13,Retail,Germany,0
953,144.75,31.93,402.61,210.07,192.55,Finance,UK,0
954,264.65,24.23,357.55,220.67,136.89,Tech,US,0
955,262.64,23.14,776.15,526.38,249.77,Manufacturing,India,0
956,206.15,22.49,687.22,417.71,269.51,Retail,India,0
957,113.07,21.88,463.51,358.17,105.34,Finance,US,0
958,222.41,7.99,565.34,397.92,167.41,Finance,India,0
959,66.6,44.41,335.88,281.95,53.93,Retail,India,0
960,203.38,29.8,759.99,519.17,240.82,Retail,Germany,0
961,164.63,14.13,647.76,574.67,73.09,Tech,US,0
962,96.48,40.71,404.47,243.88,160.59,Manufacturing,India,0
963,133.83,32.84,474.19,331.87,142.32,Tech,US,0
964,4.34,-82.62,75.6,122.47,-118.14,Retail,India,1
965,283.27,1.08,712.47,411.0,301.48,Finance,Germany,0
966,17.56,-75.1,11.51,52.34,-34.78,Manufacturing,Germany,1
967,294.11,3.58,967.38,725.3,242.08,Finance,India,0
968,260.39,34.21,994.6,570.31,424.29,Manufacturing,India,0
969,51.18,6.95,808.64,527.59,281.04,Retail,UK,0
970,232.25,48.77,681.02,427.36,253.66,Finance,UK,0
971,17.06,-3.11,27.58,75.45,-58.39,Finance,US,1
972,275.14,24.03,260.88,157.46,103.42,Manufacturing,UK,0
973,175.65,10.14,857.08,662.48,194.61,Manufacturing,Germany,0
974,280.91,10.72,214.7,160.22,54.48,Manufacturing,US,0
975,119.17,13.27,800.84,600.35,200.49,Finance,India,0
976,158.41,40.9,919.37,688.25,231.11,Finance,UK,0
977,19.74,-12.98,54.61,66.04,-46.31,Retail,US,1
978,89.3,30.47,916.06,746.49,169.57,Retail,India,0
979,82.32,37.35,263.95,211.05,52.9,Tech,India,0
980,186.93,9.29,402.26,336.59,65.67,Tech,India,0
981,135.42,49.95,830.47,516.2,314.26,Manufacturing,India,0
982,274.83,31.29,385.24,321.7,63.54,Retail,UK,0
983,169.44,2.86,383.05,277.83,105.22,Finance,UK,0
984,296.12,8.49,521.39,328.01,193.39,Tech,India,0
985,289.69,15.05,217.78,121.22,96.55,Finance,US,0
986,284.87,33.15,572.3,457.75,114.54,Tech,Germany,0
987,258.21,9.05,215.49,115.42,100.07,Tech,US,0
988,141.21,13.97,544.66,273.24,271.42,Finance,India,0
989,259.55,19.64,945.06,514.83,430.23,Retail,India,0
990,68.87,26.69,624.88,409.05,215.83,Finance,US,0
991,126.52,37.02,926.99,507.03,419.96,Finance,US,0
992,246.53,24.6,276.07,179.3,96.77,Manufacturing,India,0
993,78.08,46.84,659.83,414.16,245.68,Finance,UK,0
994,122.87,46.1,372.18,323.61,48.57,Tech,US,0
995,60.77,41.77,750.43,402.41,348.03,Manufacturing,US,0
996,182.36,36.21,862.82,741.14,121.68,Tech,India,0
997,224.3,17.34,421.98,368.49,53.49,Manufacturing,Germany,0
998,140.11,24.18,359.66,298.39,61.27,Retail,UK,0
999,287.86,16.97,634.63,466.77,167.86,Tech,US,0
1000,277.85,47.71,875.58,583.16,292.42,Manufacturing,India,0
1001,277.74,45.21,728.43,545.24,183.19,Manufacturing,UK,0
1002,16.87,-34.17,86.61,121.16,-104.29,Retail,UK,1
1003,9.66,-48.24,83.81,132.84,-123.18,Finance,UK,1
1004,87.34,15.84,400.71,260.68,140.03,Finance,UK,0
1005,247.87,16.82,728.69,573.08,155.61,Manufacturing,UK,0
1006,195.42,43.47,715.28,416.37,298.91,Manufacturing,Germany,0
1007,290.14,46.51,963.06,738.97,224.09,Manufacturing,US,0
1008,60.55,32.42,802.29,710.98,91.31,Retail,Germany,0
1009,266.9,5.92,412.13,291.64,120.49,Manufacturing,India,0
1010,265.13,13.45,420.04,327.88,92.16,Retail,US,0
1011,8.07,-3.98,47.88,76.71,-68.64,Tech,Germany,1
1012,217.04,33.09,626.85,552.07,74.77,Manufacturing,US,0
1013,123.93,37.95,879.44,555.48,323.96,Manufacturing,Germany,0
1014,64.25,30.15,830.34,533.2,297.15,Tech,India,0
1015,214.01,38.79,496.69,445.74,50.95,Manufacturing,US,0
1016,237.76,28.73,722.85,501.02,221.83,Tech,US,0
1017,182.3,45.25,521.01,394.41,126.6,Finance,Germany,0
1018,228.84,19.49,429.76,301.84,127.93,Manufacturing,US,0
1019,56.13,5.41,526.4,445.85,80.55,Finance,India,0
1020,243.96,14.85,974.18,815.68,158.51,Tech,US,0
1021,8.61,-7.31,49.76,94.82,-86.21,Tech,India,1
1022,14.85,-18.15,96.49,129.8,-114.95,Finance,US,1
1023,95.85,33.45,990.61,737.34,253.27,Finance,US,0
1024,9.06,-13.93,94.66,142.14,-133.08,Retail,UK,1
1025,271.14,14.83,572.08,351.13,220.95,Retail,Germany,0
1026,212.1,22.22,617.13,438.17,178.96,Tech,India,0
1027,229.57,17.85,850.26,560.25,290.01,Finance,US,0
1028,264.72,49.71,708.65,515.31,193.34,Finance,US,0
1029,75.23,8.41,784.6,667.86,116.74,Finance,US,0
1030,90.8,9.75,614.46,499.97,114.49,Retail,Germany,0
1031,278.19,47.48,807.93,658.29,149.64,Tech,Germany,0
1032,275.49,4.28,568.12,433.32,134.81,Retail,Germany,0
1033,130.44,14.08,524.69,381.67,143.02,Retail,US,0
1034,161.75,6.85,646.77,546.62,100.15,Tech,US,0
1035,103.84,18.35,301.87,234.5,67.37,Manufacturing,UK,0
1036,84.88,14.57,354.24,211.79,142.45,Finance,Germany,0
1037,174.07,38.05,971.86,770.27,201.58,Tech,UK,0
1038,252.23,24.07,302.81,206.53,96.28,Tech,US,0
1039,61.23,34.77,873.56,441.55,432.01,Retail,India,0
1040,293.91,33.08,649.12,484.2,164.92,Retail,US,0
1041,7.57,-63.66,94.16,128.04,-120.47,Tech,Germany,1
1042,15.24,-10.96,76.15,97.48,-82.23,Manufacturing,India,1
1043,75.82,44.57,280.62,149.42,131.2,Manufacturing,US,0
1044,100.26,42.21,523.79,285.89,237.9,Tech,US,0
1045,258.09,1.76,411.11,366.66,44.45,Finance,UK,0
1046,164.51,49.12,369.11,259.83,109.29,Manufacturing,India,0
1047,58.05,49.09,980.75,509.22,471.53,Retail,Germany,0
1048,14.48,-47.42,86.43,122.63,-108.15,Finance,US,1
1049,174.56,10.59,669.45,583.25,86.2,Manufacturing,Germany,0
1050,162.04,12.72,256.48,155.2,101.29,Retail,UK,0
1051,219.95,26.36,372.97,218.86,154.1,Finance,US,0
1052,217.87,9.61,370.37,309.49,60.88,Tech,US,0
1053,286.48,10.7,607.05,466.63,140.42,Finance,UK,0
1054,103.96,19.46,269.91,155.77,114.14,Manufacturing,US,0
1055,56.12,15.63,276.46,150.42,126.04,Tech,UK,0
1056,224.04,19.81,306.93,179.12,127.81,Finance,India,0
1057,272.25,38.83,247.62,159.02,88.6,Manufacturing,UK,0
1058,228.27,29.09,223.08,186.18,36.9,Retail,US,0
1059,55.55,4.16,721.4,611.7,109.7,Finance,UK,0
1060,191.83,2.24,735.51,483.31,252.2,Retail,India,0
1061,155.09,5.26,488.45,438.6,49.85,Finance,US,0
1062,185.45,35.22,293.41,180.14,113.27,Tech,Germany,0
1063,260.09,9.71,272.38,141.58,130.8,Tech,US,0
1064,168.58,20.35,850.48,487.6,362.88,Tech,UK,0
1065,142.3,38.08,639.03,360.4,278.63,Finance,India,0
1066,238.22,17.08,305.61,230.69,74.92,Manufacturing,Germany,0
1067,176.74,42.52,919.15,694.3,224.85,Manufacturing,US,0
1068,260.73,7.08,375.71,220.65,155.05,Manufacturing,Germany,0
1069,130.7,31.75,623.13,465.67,157.46,Tech,US,0
1070,8.4,-97.2,90.37,112.21,-103.81,Finance,Germany,1
1071,79.21,24.11,645.27,536.58,108.7,Tech,Germany,0
1072,14.82,-50.74,16.47,58.61,-43.79,Tech,UK,1
1073,254.94,23.63,215.37,179.62,35.75,Tech,US,0
1074,242.2,1.09,388.09,243.13,144.96,Manufacturing,Germany,0
1075,273.22,3.26,869.41,515.63,353.77,Manufacturing,India,0
1076,72.61,39.25,865.98,578.6,287.38,Finance,India,0
1077,275.56,34.27,225.73,163.09,62.64,Retail,India,0
1078,226.17,21.54,842.31,742.18,100.13,Finance,US,0
1079,215.55,15.52,975.47,677.32,298.14,Finance,Germany,0
1080,203.36,4.61,539.11,395.13,143.97,Retail,UK,0
1081,221.95,49.79,917.52,699.91,217.61,Retail,India,0
1082,17.26,-37.94,31.11,79.45,-62.19,Retail,Germany,1
1083,79.49,28.93,526.57,387.68,138.89,Tech,US,0
1084,134.81,42.45,992.4,748.24,244.17,Manufacturing,UK,0
1085,253.67,23.57,343.89,188.25,155.64,Finance,US,0
1086,282.42,36.39,222.47,150.61,71.86,Retail,US,0
1087,61.95,38.31,435.61,332.74,102.87,Tech,UK,0
1088,156.32,9.88,502.03,290.92,211.11,Tech,Germany,0
1089,195.24,18.95,340.12,268.6,71.52,Retail,India,0
1090,132.51,25.84,748.6,649.7,98.9,Finance,UK,0
1091,131.53,13.16,768.97,617.8,151.17,Retail,Germany,0
1092,220.73,41.61,957.05,593.42,363.63,Tech,US,0
1093,228.17,25.15,322.27,288.08,34.19,Retail,UK,0
1094,96.69,46.85,361.82,209.61,152.21,Retail,US,0
1095,55.15,28.77,222.22,196.01,26.21,Finance,UK,0
1096,137.47,48.33,637.2,521.31,115.89,Retail,US,0
1097,263.74,1.06,836.88,513.46,323.43,Manufacturing,US,0
1098,14.12,-81.59,97.5,142.29,-128.17,Retail,Germany,1
1099,168.05,30.16,829.43,582.08,247.34,Tech,UK,0
1100,226.44,39.7,851.8,431.21,420.59,Tech,Germany,0
1101,282.0,2.53,400.89,212.1,188.79,Manufacturing,Germany,0
1102,164.99,9.39,726.53,593.72,132.81,Retail,India,0
1103,205.84,48.64,205.57,152.88,52.69,Retail,US,0
1104,291.43,20.05,352.08,255.54,96.54,Manufacturing,US,0
1105,133.62,29.77,668.44,570.07,98.37,Tech,India,0
1106,279.72,33.09,762.9,539.78,223.13,Tech,US,0
1107,113.24,48.81,423.47,271.8,151.66,Tech,Germany,0
1108,100.41,6.69,503.58,283.45,220.13,Retail,UK,0
1109,224.06,22.07,291.63,225.27,66.37,Retail,India,0
1110,263.57,28.13,659.39,356.73,302.66,Retail,India,0
1111,185.84,11.46,888.57,632.29,256.28,Finance,India,0
1112,122.41,36.85,395.12,259.12,136.0,Tech,India,0
1113,159.71,39.6,716.12,532.83,183.29,Tech,US,0
1114,12.04,-58.44,64.41,112.91,-100.86,Tech,India,1
1115,55.97,21.08,226.16,185.69,40.47,Retail,India,0
1116,4.27,-45.73,72.78,106.97,-102.7,Finance,UK,1
1117,96.65,37.63,785.33,563.55,221.78,Tech,India,0
1118,16.3,-28.57,83.25,131.42,-115.12,Retail,India,1
1119,292.94,41.55,215.01,153.49,61.52,Retail,US,0
1120,119.79,9.09,462.5,296.27,166.23,Retail,US,0
1121,97.07,37.89,817.73,648.96,168.78,Retail,India,0
1122,295.93,5.78,792.81,701.02,91.79,Tech,Germany,0
1123,261.15,28.87,984.52,683.59,300.94,Retail,India,0
1124,85.54,23.63,567.95,506.05,61.9,Tech,Germany,0
1125,282.94,36.53,282.33,172.42,109.91,Tech,Germany,0
1126,218.12,31.99,924.59,776.34,148.26,Finance,India,0
1127,123.91,27.55,220.06,176.35,43.71,Tech,India,0
1128,267.95,21.38,922.95,818.75,104.2,Retail,UK,0
1129,175.11,44.25,945.92,569.3,376.62,Tech,India,0
1130,94.6,31.72,916.02,774.77,141.25,Manufacturing,India,0
1131,245.06,45.62,677.54,607.93,69.61,Finance,India,0
1132,207.45,23.61,237.33,167.37,69.96,Retail,India,0
1133,209.05,37.53,434.64,312.9,121.74,Finance,Germany,0
1134,139.32,11.35,499.7,308.54,191.16,Retail,India,0
1135,296.78,2.63,215.88,115.49,100.39,Finance,US,0
1136,90.8,38.78,465.9,389.1,76.8,Manufacturing,US,0
1137,261.99,34.19,949.76,554.5,395.26,Retail,India,0
1138,286.52,16.75,985.42,744.38,241.05,Finance,Germany,0
1139,122.59,26.47,518.36,279.03,239.32,Manufacturing,India,0
1140,85.24,4.78,705.37,627.8,77.57,Retail,US,0
1141,77.18,25.32,535.29,436.09,99.2,Manufacturing,UK,0
1142,91.58,20.65,281.28,218.58,62.7,Tech,US,0
1143,220.73,6.27,953.95,745.71,208.24,Manufacturing,Germany,0
1144,1.18,-18.54,12.2,43.74,-42.56,Finance,India,1
1145,212.37,3.78,993.96,664.54,329.42,Finance,India,0
1146,60.87,18.94,584.99,517.46,67.53,Finance,India,0
1147,236.58,4.67,341.28,286.31,54.98,Finance,US,0
1148,250.03,7.91,416.41,295.59,120.82,Manufacturing,UK,0
1149,197.09,48.09,784.34,489.62,294.72,Finance,UK,0
1150,75.36,22.53,605.7,516.97,88.73,Retail,UK,0
1151,206.59,26.21,835.08,685.17,149.91,Retail,India,0
1152,127.16,30.99,953.44,730.93,222.52,Finance,US,0
1153,288.83,21.89,885.64,604.08,281.56,Manufacturing,UK,0
1154,97.51,40.79,271.77,227.46,44.31,Retail,US,0
1155,265.84,31.1,383.35,282.38,100.97,Finance,India,0
1156,9.07,-82.74,13.4,32.14,-23.07,Manufacturing,US,1
1157,9.66,-72.06,48.94,77.75,-68.09,Manufacturing,Germany,1
1158,150.49,49.58,496.19,353.61,142.58,Manufacturing,US,0
1159,285.72,2.62,991.38,539.48,451.9,Manufacturing,India,0
1160,10.66,-59.2,57.77,98.4,-87.74,Finance,Germany,1
1161,118.76,37.27,472.51,354.97,117.54,Tech,India,0
1162,233.94,27.34,976.4,671.74,304.65,Manufacturing,US,0
1163,176.2,39.46,533.91,395.73,138.18,Tech,UK,0
1164,81.12,37.1,324.61,285.65,38.96,Finance,Germany,0
1165,164.68,27.05,816.86,580.57,236.28,Tech,UK,0
1166,2.85,-99.61,71.68,113.68,-110.83,Manufacturing,Germany,1
1167,87.27,6.86,897.72,703.95,193.77,Finance,UK,0
1168,56.07,25.99,299.78,225.63,74.15,Retail,US,0
1169,180.27,5.15,495.09,369.5,125.59,Finance,Germany,0
1170,52.65,37.59,505.96,348.08,157.88,Tech,US,0
1171,2.83,-76.6,91.2,121.38,-118.55,Tech,US,1
1172,271.42,29.44,285.57,185.35,100.22,Manufacturing,India,0
1173,8.95,-63.52,28.71,73.49,-64.54,Manufacturing,Germany,1
1174,67.3,10.8,844.3,743.76,100.54,Manufacturing,UK,0
1175,5.46,-27.06,95.1,130.72,-125.25,Finance,UK,1
1176,267.43,22.09,251.06,153.3,97.76,Retail,US,0
1177,132.43,35.0,600.26,446.78,153.48,Manufacturing,US,0
1178,75.29,24.14,234.84,158.34,76.5,Tech,US,0
1179,225.99,24.0,579.17,501.61,77.57,Retail,US,0
1180,233.39,22.29,983.26,843.24,140.02,Manufacturing,Germany,0
1181,5.1,-52.27,16.43,38.54,-33.44,Retail,India,1
1182,117.36,46.29,858.15,650.0,208.15,Retail,UK,0
1183,275.52,6.37,216.45,169.73,46.72,Finance,UK,0
1184,135.56,40.34,246.37,207.79,38.57,Finance,UK,0
1185,258.11,15.76,514.53,397.72,116.81,Finance,Germany,0
1186,255.06,42.04,558.63,301.32,257.31,Finance,India,0
1187,7.6,-2.98,33.06,54.02,-46.42,Finance,UK,1
1188,58.65,43.39,594.95,375.18,219.77,Retail,US,0
1189,85.68,13.82,401.47,235.35,166.12,Finance,US,0
1190,162.81,17.08,449.49,343.12,106.38,Finance,Germany,0
1191,241.89,45.05,979.66,722.96,256.69,Retail,India,0
1192,13.05,-51.08,26.2,36.45,-23.4,Retail,UK,1
1193,150.42,11.55,272.45,138.75,133.7,Finance,Germany,0
1194,72.84,33.2,946.67,546.67,400.0,Manufacturing,UK,0
1195,273.99,43.46,230.21,120.24,109.96,Manufacturing,Germany,0
1196,127.54,21.61,705.46,599.42,106.03,Retail,US,0
1197,157.38,17.76,495.28,383.77,111.51,Retail,UK,0
1198,246.1,17.3,664.4,480.08,184.33,Manufacturing,US,0
1199,134.94,14.42,243.8,214.09,29.72,Manufacturing,UK,0
1200,203.49,32.53,307.17,217.21,89.96,Tech,UK,0
1201,258.03,34.38,442.6,295.22,147.38,Tech,UK,0
1202,3.24,-76.31,19.9,63.02,-59.78,Finance,Germany,1
1203,271.55,48.36,707.69,473.52,234.16,Tech,Germany,0
1204,277.9,45.76,285.82,159.43,126.39,Tech,US,0
1205,266.14,21.38,382.11,198.07,184.04,Finance,India,0
1206,65.14,28.78,287.29,210.9,76.39,Finance,UK,0
1207,193.9,7.17,914.14,503.89,410.25,Tech,India,0
1208,179.43,15.5,278.72,140.95,137.78,Retail,Germany,0
1209,132.04,43.25,393.17,209.02,184.15,Tech,US,0
1210,144.53,48.41,689.56,371.71,317.85,Finance,US,0
1211,240.32,17.12,615.63,333.86,281.78,Retail,US,0
1212,54.18,5.02,959.3,555.18,404.12,Finance,UK,0
1213,146.29,7.17,335.26,225.56,109.7,Manufacturing,UK,0
1214,134.78,32.27,326.53,181.53,145.0,Finance,UK,0
1215,264.43,36.88,307.81,176.55,131.26,Manufacturing,US,0
1216,71.29,49.65,219.2,164.4,54.8,Tech,India,0
1217,123.32,49.16,962.13,606.85,355.27,Retail,UK,0
1218,137.5,30.14,764.11,569.35,194.76,Retail,US,0
1219,102.28,44.6,815.82,518.1,297.73,Manufacturing,UK,0
1220,59.12,27.08,865.83,581.38,284.44,Retail,India,0
1221,292.25,9.34,449.48,253.62,195.86,Finance,UK,0
1222,142.72,23.61,472.42,313.96,158.45,Manufacturing,Germany,0
1223,136.74,3.24,906.2,621.86,284.34,Manufacturing,Germany,0
1224,76.51,44.41,362.16,213.13,149.03,Manufacturing,India,0
1225,224.3,21.99,605.07,357.03,248.04,Finance,India,0
1226,104.34,6.17,524.59,452.59,72.0,Finance,Germany,0
1227,79.66,27.36,650.71,327.19,323.53,Finance,India,0
1228,97.25,38.23,670.91,578.39,92.52,Tech,US,0
1229,274.89,40.24,740.72,664.11,76.61,Manufacturing,Germany,0
1230,274.8,35.37,875.98,563.54,312.44,Finance,UK,0
1231,140.35,12.08,911.28,517.63,393.65,Retail,UK,0
1232,247.09,6.3,220.85,154.1,66.75,Retail,Germany,0
1233,81.39,17.14,803.94,447.61,356.33,Tech,Germany,0
1234,264.93,43.74,926.26,489.94,436.32,Tech,US,0
1235,12.48,-34.41,88.35,100.06,-87.58,Finance,Germany,1
1236,113.6,23.58,619.48,386.21,233.27,Manufacturing,Germany,0
1237,7.87,-78.75,71.12,88.26,-80.39,Finance,Germany,1
1238,195.52,42.68,449.02,231.55,217.47,Finance,India,0
1239,256.08,30.23,627.7,424.7,203.0,Finance,US,0
1240,132.38,7.96,208.32,165.53,42.79,Manufacturing,UK,0
1241,11.52,-36.25,13.58,47.09,-35.58,Finance,Germany,1
1242,224.9,3.5,833.71,423.33,410.38,Finance,UK,0
1243,189.83,20.36,956.48,544.36,412.11,Retail,Germany,0
1244,141.25,25.11,307.36,219.64,87.72,Tech,UK,0
1245,203.54,12.88,408.69,234.49,174.2,Finance,UK,0
1246,124.84,14.76,630.12,329.33,300.79,Retail,India,0
1247,19.5,-31.88,73.22,86.45,-66.95,Finance,US,1
1248,248.95,21.44,443.85,273.24,170.61,Retail,UK,0
1249,262.65,41.1,647.67,338.58,309.08,Tech,India,0
1250,126.56,49.72,928.69,739.07,189.62,Tech,Germany,0
1251,230.53,23.2,218.46,129.26,89.2,Retail,UK,0
1252,213.55,10.99,920.28,607.66,312.62,Retail,US,0
1253,154.78,38.25,815.44,452.12,363.32,Manufacturing,UK,0
1254,129.81,46.1,262.47,210.4,52.07,Retail,UK,0
1255,235.4,4.23,916.2,562.41,353.79,Tech,UK,0
1256,101.34,45.7,631.78,329.7,302.08,Finance,India,0
1257,186.97,41.7,431.37,368.68,62.69,Finance,US,0
1258,141.95,41.32,281.71,243.01,38.7,Finance,Germany,0
1259,201.08,33.1,564.45,301.43,263.02,Retail,US,0
1260,164.65,23.72,859.79,610.61,249.17,Manufacturing,UK,0
1261,298.65,42.33,579.12,416.97,162.16,Tech,India,0
1262,56.32,9.87,870.48,723.33,147.14,Manufacturing,UK,0
1263,271.26,22.55,833.71,638.96,194.75,Retail,India,0
1264,95.49,2.22,545.4,478.15,67.25,Retail,India,0
1265,79.12,13.4,337.64,252.35,85.29,Retail,Germany,0
1266,118.32,45.83,584.79,319.21,265.57,Manufacturing,US,0
1267,189.62,14.51,808.75,598.0,210.75,Manufacturing,UK,0
1268,154.49,9.5,613.99,412.09,201.91,Manufacturing,India,0
1269,134.73,25.65,901.97,694.89,207.08,Finance,Germany,0
1270,65.33,37.69,815.22,699.21,116.0,Manufacturing,US,0
1271,105.89,17.01,979.91,809.31,170.6,Tech,India,0
1272,234.31,40.2,661.91,352.88,309.03,Manufacturing,Germany,0
1273,80.87,14.08,472.66,241.15,231.52,Manufacturing,US,0
1274,175.05,48.87,735.96,368.7,367.26,Retail,Germany,0
1275,63.82,18.46,289.75,164.66,125.08,Manufacturing,Germany,0
1276,77.38,30.07,680.3,343.32,336.99,Finance,UK,0
1277,130.01,4.15,615.13,491.32,123.82,Retail,India,0
1278,69.95,14.63,767.56,410.64,356.91,Retail,UK,0
1279,85.15,20.01,211.28,168.05,43.23,Tech,UK,0
1280,62.22,5.36,212.32,190.75,21.57,Tech,India,0
1281,96.04,21.49,298.17,178.76,119.4,Finance,US,0
1282,112.1,10.99,601.39,418.74,182.66,Manufacturing,UK,0
1283,60.2,28.77,472.22,290.76,181.47,Retail,UK,0
1284,228.2,17.98,401.76,256.07,145.68,Manufacturing,UK,0
1285,215.88,48.8,531.81,319.57,212.24,Tech,US,0
1286,242.02,9.16,606.09,395.44,210.65,Retail,Germany,0
1287,52.02,9.23,508.01,361.7,146.31,Manufacturing,US,0
1288,147.58,32.79,351.47,209.05,142.42,Retail,India,0
1289,175.12,39.9,539.27,390.93,148.34,Tech,Germany,0
1290,18.37,-71.05,12.5,26.55,-8.17,Finance,Germany,1
1291,162.74,48.37,210.17,183.1,27.07,Finance,US,0
1292,249.16,30.71,333.64,217.64,116.0,Tech,UK,0
1293,55.52,34.59,417.07,356.98,60.1,Manufacturing,Germany,0
1294,156.88,3.64,973.54,524.93,448.6,Tech,UK,0
1295,258.96,1.87,675.52,450.22,225.3,Manufacturing,Germany,0
1296,199.14,2.22,838.08,677.45,160.63,Finance,US,0
1297,242.52,43.31,775.95,511.74,264.21,Tech,India,0
1298,130.36,38.29,834.93,481.78,353.15,Manufacturing,UK,0
1299,67.22,25.11,735.13,529.63,205.49,Tech,Germany,0
1300,285.72,3.75,515.24,302.01,213.23,Retail,Germany,0
1301,208.72,2.09,972.19,867.37,104.82,Tech,India,0
1302,179.08,3.97,584.17,395.7,188.48,Manufacturing,India,0
1303,16.19,-47.45,80.06,91.01,-74.82,Finance,UK,1
1304,216.48,6.19,439.68,283.27,156.4,Retail,US,0
1305,15.19,-45.13,98.05,119.56,-104.37,Manufacturing,India,1
1306,159.8,16.05,969.79,626.0,343.79,Manufacturing,UK,0
